<<<<<<< HEAD
﻿report_id,category,latitude,longitude,timestamp,user_trust,status
RPT-2026-000,교내 위험물,34.968420982200726,127.48068535040306,2026-03-27 22:52:15,0.23,신규
RPT-2026-001,재난,34.96949895739809,127.48332395212914,2026-03-24 06:38:51,0.77,신규
RPT-2026-002,시설물 파손,34.96952996154762,127.48498962856003,2026-03-24 16:45:29,0.87,신규
RPT-2026-003,교내 위험물,34.966395021310966,127.47809160574964,2026-03-23 20:09:37,0.47,신규
RPT-2026-004,교내 위험물,34.965169915284946,127.4754550747607,2026-03-27 08:51:33,0.11,신규
RPT-2026-005,교내 위험물,34.9653215284664,127.47806300411213,2026-03-22 18:01:38,0.84,신규
RPT-2026-006,공사 구역,34.96823254551859,127.48482341783154,2026-03-23 20:47:15,0.23,신규
RPT-2026-007,공사 구역,34.96872484754899,127.47503206708942,2026-03-25 14:52:33,0.55,신규
RPT-2026-008,공사 구역,34.96969762043266,127.48499237694708,2026-03-28 07:54:01,0.42,신규
RPT-2026-009,재난,34.96947553093067,127.47549394492806,2026-03-24 02:09:36,0.72,신규
RPT-2026-010,재난,34.96855707873297,127.48203563351848,2026-03-23 17:30:53,0.17,신규
RPT-2026-011,공사 구역,34.9660744767123,127.47847151763351,2026-03-28 03:32:17,0.6,신규
RPT-2026-012,공사 구역,34.965118327135606,127.48459243982593,2026-03-28 23:01:38,0.76,신규
RPT-2026-013,불법 주차,34.96750103125136,127.47510895958399,2026-03-27 16:18:48,0.39,신규
RPT-2026-014,재난,34.966350535048996,127.47927593011929,2026-03-23 13:08:33,0.6,신규
RPT-2026-015,교내 위험물,34.96854969634451,127.4772105829359,2026-03-28 06:25:01,0.52,신규
RPT-2026-016,불법 주차,34.96795915514474,127.47619217388109,2026-03-27 12:09:45,0.34,신규
RPT-2026-017,시설물 파손,34.96585807640513,127.48261081004271,2026-03-27 17:54:35,0.55,신규
RPT-2026-018,시설물 파손,34.969824436500836,127.48489061809585,2026-03-26 06:11:03,0.79,신규
RPT-2026-019,공사 구역,34.96712848893056,127.47647811760126,2026-03-26 15:49:01,0.18,신규
RPT-2026-020,위험 운전,34.967822661001016,127.48375788518673,2026-03-27 11:13:59,0.88,신규
RPT-2026-021,교내 위험물,34.96987793549972,127.47877991616916,2026-03-28 21:15:07,0.82,신규
RPT-2026-022,위험 운전,34.96549514482628,127.47785859550693,2026-03-24 18:46:42,0.58,신규
RPT-2026-023,불법 주차,34.96800923361658,127.48450542900216,2026-03-24 18:37:08,0.69,신규
RPT-2026-024,시설물 파손,34.96661702640269,127.48326394672324,2026-03-25 11:37:49,0.43,신규
RPT-2026-025,시설물 파손,34.9660940004737,127.47689647573868,2026-03-25 18:14:16,0.54,신규
RPT-2026-026,재난,34.96588011753344,127.4845883175682,2026-03-23 19:33:43,0.68,신규
RPT-2026-027,재난,34.96961555428268,127.48099126167575,2026-03-27 15:49:31,0.34,신규
RPT-2026-028,시설물 파손,34.96719154419211,127.4784152718663,2026-03-27 15:20:17,0.46,신규
RPT-2026-029,위험 운전,34.96853389546232,127.47888788889674,2026-03-25 01:08:25,0.68,신규
RPT-2026-030,재난,34.967780918613876,127.47729598071695,2026-03-26 10:06:30,0.84,신규
RPT-2026-031,교내 위험물,34.966321142639885,127.48148333516595,2026-03-26 03:58:18,0.56,신규
RPT-2026-032,시설물 파손,34.96954159978276,127.48105536279449,2026-03-22 22:20:49,0.29,신규
RPT-2026-033,위험 운전,34.968452593994854,127.48033277651002,2026-03-25 03:25:57,0.62,신규
RPT-2026-034,위험 운전,34.96633793086934,127.48116929071865,2026-03-23 03:50:19,0.48,신규
RPT-2026-035,공사 구역,34.9658884004561,127.4759394289221,2026-03-24 08:44:48,0.83,신규
RPT-2026-036,위험 운전,34.96867664898707,127.47954300248338,2026-03-29 03:22:36,0.85,신규
RPT-2026-037,위험 운전,34.9698485949186,127.48271077666551,2026-03-25 14:43:23,0.56,신규
RPT-2026-038,교내 위험물,34.96733276796159,127.48051093710252,2026-03-24 23:29:48,0.31,신규
RPT-2026-039,공사 구역,34.9693281060452,127.48385185128592,2026-03-22 19:05:01,0.7,신규
RPT-2026-040,교내 위험물,34.967226392000505,127.48338130049254,2026-03-28 13:04:01,0.12,신규
RPT-2026-041,공사 구역,34.96750512756224,127.48245852034177,2026-03-25 12:09:00,0.57,신규
RPT-2026-042,교내 위험물,34.96915275743953,127.47724237951437,2026-03-26 03:22:03,0.55,신규
RPT-2026-043,교내 위험물,34.96512836928096,127.48147511274358,2026-03-22 19:09:29,0.73,신규
RPT-2026-044,공사 구역,34.967523544109056,127.47725025736996,2026-03-27 19:17:15,0.47,신규
RPT-2026-045,재난,34.968341654576555,127.48121288767865,2026-03-24 20:01:32,0.9,신규
RPT-2026-046,공사 구역,34.96995068252099,127.47629047808498,2026-03-23 12:10:11,0.79,신규
RPT-2026-047,위험 운전,34.966889098041456,127.48023740250409,2026-03-24 17:02:02,0.36,신규
RPT-2026-048,재난,34.96637823138253,127.4849111501069,2026-03-24 13:00:53,0.34,신규
RPT-2026-049,불법 주차,34.96772073485994,127.48416037037418,2026-03-27 01:41:43,0.5,신규
RPT-2026-050,위험 운전,34.9659243300105,127.47979840329447,2026-03-29 11:24:08,0.25,신규
RPT-2026-051,재난,34.9659373898542,127.483659979898,2026-03-28 21:44:54,0.11,신규
RPT-2026-052,재난,34.96604649029167,127.48209758984213,2026-03-23 08:09:02,0.3,신규
RPT-2026-053,재난,34.968928699126025,127.47846670528506,2026-03-24 22:15:56,0.39,신규
RPT-2026-054,공사 구역,34.96570786840944,127.47938114640006,2026-03-24 23:40:47,0.17,신규
RPT-2026-055,공사 구역,34.96695179134952,127.47938595111552,2026-03-25 22:43:05,0.15,신규
